IP, GET count, PUT count, POST count 
n1123320.ksc.nasa.gov,72,0,0
bubba.ame.arizona.edu,10,0,0
129.102.240.17,3,0,0
asecle3.ae.utexas.edu,1,0,0
n870633.ksc.nasa.gov,6,0,0
ozone.sph.unc.edu,3,0,0
134.124.181.52,20,0,0
dialup-4-69.gw.umn.edu,30,0,0
pc0157.metrolink.net,67,0,0
asp.coresw.com,29,0,0
jeffers2.mrl.uiuc.edu,27,0,0
unix2.transarc.com,49,0,0
pp36-pc.uncc.edu,4,0,0
128.255.4.244,4,0,0
dd15-063.compuserve.com,1,0,0
taltal,9,0,0
montezuma.arc.nasa.gov,224,0,0
zoro.gsfc.nasa.gov,5,0,0
srf-35.nbn.com,16,0,0
ood-94-149.bu.edu,38,0,0
sunflare.uu.net,23,0,0
anarres.ftp.com,34,0,0
194.20.252.1,4,0,0
199.240.195.17,4,0,0
homer25.u.washington.edu,17,0,0
spark19.ecf.toronto.edu,8,0,0
box7.labs.cis.pitt.edu,3,0,0
131.115.med.umich.edu,8,0,0
jhughes.amgen.com,48,0,0
ppp7.asahi-net.or.jp,23,0,0
bob.ntu.ac.uk,21,0,0
umslts1_15.umsl.edu,19,0,0
149.136.2.130,16,0,0
ad03-050.compuserve.com,1,0,0
sabre.net,38,0,0
140.163.54.38,25,0,0
pc0190.metrolink.net,6,0,0
162.41.101.6,229,0,0
128.126.56.12,1,0,0
azog.gti.net,4,0,0
170.140.39.196,9,0,0
128.217.61.128,54,0,0
pmde-24.pica.army.mil,3,0,0
bart-slip2.llnl.gov,5,0,0
128.159.165.142,9,0,0
lanrp3.mml.mmc.com,8,0,0
205.161.240.101,25,0,0
sudial-85.syr.edu,3,0,0
d2013.nas.edu,1,0,0
128.148.42.177,1,0,0
flyer.nswc.navy.mil,12,0,0
fenway.colorado.edu,9,0,0
slip96-92.tx.us.ibm.net,4,0,0
199.99.218.67,11,0,0
utr0062.pi.net,5,0,0
134.125.20.199,5,0,0
paje.microserve.com,9,0,0
n1031826.ksc.nasa.gov,6,0,0
198.60.144.14,29,0,0
pdrefd.library.wright.edu,4,0,0
dongabriel.earthlink.net,46,0,0
unet3.cmact.com,166,0,0
130.202.21.237,1,0,0
198.83.19.42,2,0,0
141.254.26.54,2,0,0
153.90.250.82,2,0,0
17.255.10.11,1,0,0
128.165.62.39,1,0,0
130.207.174.37,4,0,0
peds-pc15.med.unc.edu,1,0,0
onet2.cup.hp.com,386,0,0
port26.fishnet.net,6,0,0
128.197.152.10,1,0,0
192.135.215.3,1,0,0
panus.demon.co.uk,6,0,0
enelson.mindspring.com,8,0,0
mac25.four-h.purdue.edu,98,0,0
mcire.marshall.edu,8,0,0
slip3-200.fl.us.ibm.net,1,0,0
dialip108.gov.bc.ca,17,0,0
144.248.16.180,33,0,0
donmc.tiac.net,8,0,0
ham.lscf.ucsb.edu,12,0,0
128.159.122.50,292,0,0
bos28.pi.net,4,0,0
powermac.cc.uic.edu,1,0,0
ac201.du.pipex.com,36,0,0
205.212.115.105,2,0,0
204.96.209.4,3,0,0
dip17n8.drc.com,8,0,0
us.teltech.com,5,0,0
pc19778.mac.cc.cmu.edu,2,0,0
166.122.32.30,13,0,0
h-thisby.nr.infi.net,4,0,0
134.11.58.31,4,0,0
d206fpc224.sn.psu.edu,5,0,0
ix-sar-fl2-21.ix.netcom.com,17,0,0
isistat4.solutions.net,4,0,0
128.158.57.46,33,0,0
204.120.34.65,1,0,0
abraham.gsfc.nasa.gov,7,0,0
hfx-p35.isisnet.com,17,0,0
148.213.21.126,13,0,0
asd05-02.dial.xs4all.nl,12,0,0
199.227.6.5,1,0,0
165.137.62.10,0,0,0
hansen.nrl.navy.mil,51,0,0
tisdasb.duc.auburn.edu,1,0,0
c4444.westnet.com,4,0,0
128.253.111.227,8,0,0
archimedes.inoc.sj.nec.com,34,0,0
cguhpc.cgu.mcc.ac.uk,1,0,0
199.218.232.49,12,0,0
128.158.32.107,155,0,0
dialup55.azstarnet.com,4,0,0
ppp217.iadfw.net,14,0,0
dialup-5-93.gw.umn.edu,22,0,0
cs1-08.leh.ptd.net,67,0,0
130.181.8.64,24,0,0
mac-91.k-g2.ski.mskcc.org,1,0,0
128.159.143.23,40,0,0
151.114.64.64,18,0,0
ppp-mia-71.shadow.net,7,0,0
168.95.126.240,39,0,0
dleebrick.mis.semi.harris.com,18,0,0
admin4224.kellogg.nwu.edu,31,0,0
e6.iea.com,37,0,0
n1028726.ksc.nasa.gov,105,0,0
dyn-123.direct.ca,11,0,0
sudial-104.syr.edu,9,0,0
staff2.sla.purdue.edu,6,0,0
205.230.32.11,4,0,0
128.158.51.195,69,0,0
cs1-7.pclink.com,15,0,0
ix-atl12-23.ix.netcom.com,14,0,0
wps1022mac1.cfr.ncsu.edu,8,0,0
kipling.u-net.com,2,0,0
149.198.1.23,1,0,0
einstein.physics.dal.ca,34,0,0
199.232.5.4,15,0,0
ad14-010.compuserve.com,58,0,0
joule.mbi.ucla.edu,7,0,0
comserv-e-14.usc.edu,1,0,0
lei26.pi.net,6,0,0
slip34-205.il.us.ibm.net,5,0,0
philly34.voicenet.com,14,0,0
mgadfs1.clark.net,58,0,0
169.150.4.119,6,0,0
dos23.royall.umkc.edu,10,0,0
128.253.138.40,107,0,0
128.251.86.105,3,0,0
130.45.40.77,11,0,0
holli-ko-81.holli.com,19,0,0
cmiano.rccd.cc.ca.us,24,0,0
130.182.146.144,18,0,0
ppp1.visi.com,13,0,0
132.158.57.9,64,0,0
scied.cedu.niu.edu,12,0,0
dal51.pic.net,26,0,0
ix-prv1-14.ix.netcom.com,10,0,0
kip1-gs4531.hitchcock.org,7,0,0
alcott1.u.washington.edu,39,0,0
server08.imt.net,10,0,0
p025.remote.compusult.nf.ca,11,0,0
h-standbyme.norfolk.infi.net,12,0,0
msdos.sccsi.com,1,0,0
slip13.zeelandnet.nl,21,0,0
153.83.45.15,18,0,0
events8.pac.utexas.edu,19,0,0
dial-cup2-30.iway.aimnet.com,4,0,0
pc37.acrs-grise.wku.edu,5,0,0
161.119.108.151,14,0,0
miis4817.miis.edu,4,0,0
n103h068.nlnet.nf.ca,15,0,0
204.57.67.143,15,0,0
pensacola800-2.navtap.navy.mil,6,0,0
n870580.ksc.nasa.gov,41,0,0
131.116.82.155,13,0,0
ppp-16-nerdc-ts2.nerdc.ufl.edu,12,0,0
150.215.70.41,19,0,0
205.161.166.62,17,0,0
136.247.40.180,4,0,0
198.248.196.50,27,0,0
128.158.48.201,5,0,0
ppp127.rtd.com,8,0,0
janick.agshantz.arizona.edu,3,0,0
ofw.mriresearch.org,113,0,0
feynman.sprl.db.erau.edu,3,0,0
hills.ccsf.cc.ca.us,13,0,0
tmz.port.net,8,0,0
dole5aday.com,16,0,0
vwolfe.mindspring.com,4,0,0
dial73.phoenix.net,7,0,0
128.159.140.34,166,0,0
vm.hacc.edu,6,0,0
pappas.adm.cwu.edu,17,0,0
jwynsen.idi.oclc.org,9,0,0
semperfi.b17c.ingr.com,7,0,0
dialin-15.wustl.edu,2,0,0
blv-pm4-ip21.halcyon.com,6,0,0
130.85.53.75,4,0,0
jh224-718371-07.ucs.indiana.edu,9,0,0
osip88.ionet.net,7,0,0
slip2.netxn.com,17,0,0
ip239.fresno.ca.interramp.com,33,0,0
ref1.cnde.iastate.edu,34,0,0
stemmons02.onramp.net,13,0,0
jupiter197.terraport.net,4,0,0
199.125.188.26,25,0,0
ace_cool.chem.wisc.edu,11,0,0
matrox.matrox.qc.ca,11,0,0
soyuz.aero.odu.edu,4,0,0
139.169.170.176,5,0,0
keithr3.phx.primenet.com,26,0,0
slip-ppp-7.fileshop.com,20,0,0
moose.od.nih.gov,12,0,0
134.165.66.110,42,0,0
pm6a18.sover.net,10,0,0
n1-20-244.macip.drexel.edu,51,0,0
cad3-9.agt.gmeds.com,10,0,0
mac2.lowell.edu,10,0,0
128.104.225.17,15,0,0
ttysf.tyrell.net,19,0,0
cooper.msfc.nasa.gov,13,0,0
128.158.50.129,67,0,0
wharton03.mc.duke.edu,18,0,0
bio-gate-2.bio.neu.edu,16,0,0
mso.ssl.berkeley.edu,6,0,0
tellurium.larc.nasa.gov,4,0,0
chrs3.chem.lsu.edu,4,0,0
ppp001.free.org,19,0,0
lucky.connectsoft.com,5,0,0
ppp-wpb-133.shadow.net,28,0,0
199.1.42.180,15,0,0
ix-dfw9-09.ix.netcom.com,2,0,0
pm-lo-5.terminus.com,4,0,0
192.133.129.169,4,0,0
129.131.41.52,7,0,0
port15.netdoor.com,4,0,0
132.208.99.60,7,0,0
ix-sac5-26.ix.netcom.com,27,0,0
sprcmacb.erim.org,15,0,0
turnpike56.onramp.net,11,0,0
dial004.vanderbilt.edu,6,0,0
cd-21.continuum.net,18,0,0
gavels.ms.sandia.gov,39,0,0
mngp1.spl.lib.wa.us,55,0,0
as3a-p01.mts.net,5,0,0
unknown-30-52.apl.com,8,0,0
cnts4p15.uwaterloo.ca,48,0,0
ts2-03.inforamp.net,15,0,0
slip-15-3.ots.utexas.edu,11,0,0
128.82.35.28,9,0,0
perry.chml.ubc.ca,6,0,0
fews.cais.com,7,0,0
ix-phi2-16.ix.netcom.com,4,0,0
146.186.186.23,10,0,0
192.197.158.78,36,0,0
146.79.60.47,1,0,0
xr01-a10.citenet.net,7,0,0
128.253.21.18,11,0,0
t10.dialup.peg.apc.org,9,0,0
dial48.phoenix.net,9,0,0
slip66-2.ny.us.ibm.net,26,0,0
fatty.law.cornell.edu,63,0,0
n237-ap-gw-15.arc.nasa.gov,6,0,0
terra.com21.com,12,0,0
156.42.71.17,15,0,0
mgc.mentorg.com,170,0,0
merlin.resmel.bhp.com.au,51,0,0
csclass.utdallas.edu,18,0,0
good51.goodnet.com,4,0,0
dd02-025.compuserve.com,9,0,0
host.yab.com,4,0,0
srs155.scf.loral.com,4,0,0
fukami.demon.co.uk,8,0,0
aoki.sp.trw.com,6,0,0
newton.net6b.io.org,73,0,0
dyn-304.direct.ca,9,0,0
count.it.rit.edu,1,0,0
orlfl2-35.gate.net,10,0,0
vyger107.nando.net,4,0,0
slip-1.aea9.k12.ia.us,6,0,0
realm2.realm.net,3,0,0
198.65.145.83,10,0,0
perseus.phys.unm.edu,8,0,0
branford-asy-11.rutgers.edu,4,0,0
sunny.hq.interlink.com,8,0,0
fozzie.physics.su.oz.au,21,0,0
pool1_11.odyssee.net,30,0,0
rafaelz.dialup.cloud9.net,46,0,0
dfw.net,8,0,0
cds07.ateng.az.honeywell.com,1,0,0
netport-16.iu.net,57,0,0
205.197.108.239,5,0,0
cwis.unomaha.edu,4,0,0
dd03-034.compuserve.com,38,0,0
199.120.67.233,4,0,0
ppp-ftl1-79.shadow.net,6,0,0
198.4.70.77,57,0,0
neworleans-1-4.i-link.net,3,0,0
ehdup-a-7.rmt.net.pitt.edu,1,0,0
slip37.gulf.net,19,0,0
grail817.nando.net,28,0,0
ppp138.iadfw.net,2,0,0
ix-sf9-12.ix.netcom.com,1,0,0
dialin-ttyq8.sky.net,33,0,0
ts-h08-15-25.ucc.su.oz.au,13,0,0
wildcard.amat.com,66,0,0
solo.informix.com,2,0,0
140.120.102.94,9,0,0
a1p18.connect.net,4,0,0
dd10-067.compuserve.com,3,0,0
dd04-004.compuserve.com,14,0,0
ad12-029.compuserve.com,18,0,0
rightside.clark.net,2,0,0
g808.interlink.net,1,0,0
quad.btw.com,13,0,0
honsingr.charm.net,38,0,0
chaplin.bsn.usf.edu,107,0,0
ix-roc2-19.ix.netcom.com,23,0,0
ppp-hck-3-15.ios.com,21,0,0
204.188.39.6,1,0,0
pm1-65.inx.net,15,0,0
152.74.44.3,1,0,0
wem32.itc.uiowa.edu,11,0,0
jab.tuc.noao.edu,3,0,0
204.226.67.54,8,0,0
205.138.108.71,23,0,0
fastheat.slip.ais.net,8,0,0
bodnyk.microserve.com,7,0,0
ip11.iac.net,186,0,0
slip-36-14.ots.utexas.edu,26,0,0
fazon.lake.cs.wwu.edu,10,0,0
166.128.0.27,13,0,0
dial104.mbnet.mb.ca,7,0,0
204.183.53.136,1,0,0
ad02-042.compuserve.com,4,0,0
quartey.nbnet.nb.ca,2,0,0
132.210.120.155,14,0,0
g15-19b-003.calumet.purdue.edu,5,0,0
netcore.gsfc.nasa.gov,16,0,0
ts1-11.inforamp.net,17,0,0
tsd03b.netcom.com,9,0,0
ix-prn1-10.ix.netcom.com,4,0,0
204.212.232.239,9,0,0
comet.connix.com,3,0,0
pharr.dial.bnl.gov,7,0,0
slip84.slip.pacifier.com,10,0,0
okc37.icon.net,14,0,0
ad15-027.compuserve.com,1,0,0
fluke-f.icase.edu,4,0,0
port44.ts2.msstate.edu,1,0,0
ohstpw.mps.ohio-state.edu,4,0,0
dial51.phoenix.net,10,0,0
ir3.asij.ac.jp,14,0,0
tpafl-42.gate.net,2,0,0
drjo001a067.embratel.net.br,13,0,0
pool2_10.odyssee.net,49,0,0
ppp-ttyp5.nss.udel.edu,37,0,0
ix-nyc13-23.ix.netcom.com,7,0,0
ip-20-148.medio.net,43,0,0
147.66.8.165,68,0,0
slip35-212.il.us.ibm.net,17,0,0
ppp197.iadfw.net,22,0,0
si7.mayo.edu,18,0,0
204.184.4.27,4,0,0
132.178.21.41,21,0,0
ppp5.accesscom.net,17,0,0
04-dynamic-c.rotterdam.luna.net,22,0,0
204.244.14.144,18,0,0
endbf.laurel.us.net,4,0,0
dp066.ppp.iglou.com,10,0,0
ix-wh5-21.ix.netcom.com,22,0,0
199.72.95.155,2,0,0
marvin.box.nl,1,0,0
198.83.214.30,9,0,0
titan.ed.hawaii.edu,12,0,0
wa177.htp.com,6,0,0
mlbfl-3.gate.net,10,0,0
brddup-a-3.rmt.net.pitt.edu,7,0,0
dip001.pixi.com,4,0,0
pm4_3.digital.net,108,0,0
ix-kc1-23.ix.netcom.com,22,0,0
ix-sea4-04.ix.netcom.com,18,0,0
cust010.nb7.falls-church.va.alterdial.alter.net,32,0,0
dal548.computek.net,3,0,0
philly12.voicenet.com,4,0,0
slip50.indirect.com,1,0,0
french.petc.doe.gov,138,0,0
lcy-ip16.halcyon.com,7,0,0
slttyd25.internet.com.mx,18,0,0
slip5.xroads.com,1,0,0
pm1pool26.magic.ca,50,0,0
ppp-3-22.iadfw.net,2,0,0
dialin30.annex1.radix.net,18,0,0
slip-bradford.den.mmc.com,6,0,0
slip152-76.on.ca.ibm.net,37,0,0
super.ucolick.org,7,0,0
152.168.78.251,20,0,0
cft8.ppp252.cftnet.com,31,0,0
152.20.47.1,3,0,0
199.120.67.231,24,0,0
ac195.du.pipex.com,12,0,0
slip88-141.tx.us.ibm.net,6,0,0
ix-stl5-05.ix.netcom.com,11,0,0
ppp-236-108.neta.com,7,0,0
ix-chi5-24.ix.netcom.com,33,0,0
204.166.233.150,23,0,0
139.230.204.21,33,0,0
dnance.vnet.net,10,0,0
204.97.213.20,5,0,0
aladdin-7.slip.bradley.edu,7,0,0
ix-mod-ca1-22.ix.netcom.com,2,0,0
dhcp7_117.ch2m.com,7,0,0
srv1s27.saglac.qc.ca,10,0,0
ix-oma1-23.ix.netcom.com,10,0,0
port20.modem1.cc.swt.edu,6,0,0
ip178.phx.primenet.com,6,0,0
cad130.cadvision.com,32,0,0
candy.nagaokaut.ac.jp,5,0,0
tty08.com4.houston.net,22,0,0
ad15-025.compuserve.com,30,0,0
dd11-042.compuserve.com,15,0,0
ts04-ind-26.iquest.net,5,0,0
ppp10.usd.edu,11,0,0
crl13.crl.com,40,0,0
mainframeop.santafe.cc.fl.us,119,0,0
lscritch.azstarnet.com,9,0,0
s1030.netins.net,18,0,0
reitaku.cs.reitaku-u.ac.jp,4,0,0
port45.annex4.net.ubc.ca,5,0,0
slip66.indirect.com,77,0,0
cs2-12.str.ptd.net,13,0,0
205.138.164.132,24,0,0
ppp9.neocomm.net,20,0,0
ts1-6.icis.on.ca,33,0,0
merc8.calon.com,13,0,0
dd02-019.compuserve.com,44,0,0
ns.tandem.co.jp,21,0,0
ip047042.iac.net,68,0,0
pepper.vnet.net,6,0,0
ix-wc7-03.ix.netcom.com,9,0,0
lar-cap-1.wyoming.com,7,0,0
e-02.das.mcgill.ca,6,0,0
ad15-021.compuserve.com,15,0,0
shane.ucolick.org,2,0,0
dd07-031.compuserve.com,19,0,0
wilma.cs.utk.edu,28,0,0
ip-pdx4-30.teleport.com,22,0,0
sp63.linex.com,2,0,0
192.72.253.113,4,0,0
204.178.76.9,4,0,0
slipper12.ncook.k12.il.us,1,0,0
ix-har5-22.ix.netcom.com,4,0,0
ip-18-166.medio.net,29,0,0
dd14-034.compuserve.com,21,0,0
204.120.34.168,3,0,0
ix-la10-08.ix.netcom.com,1,0,0
moe.nbn.com,1,0,0
mke-ppp-20.inc.net,9,0,0
universe15.barint.on.ca,66,0,0
ts3-4.slip.uwo.ca,1,0,0
ix-nwk4-25.ix.netcom.com,6,0,0
revmodph.physics.uiuc.edu,22,0,0
ix-phx3-23.ix.netcom.com,25,0,0
line029.nwm.mindlink.net,24,0,0
slip24.duncan.island.net,89,0,0
stemmons22.onramp.net,13,0,0
vic-dyn-12.direct.ca,4,0,0
pm5_15.digital.net,6,0,0
astrolv.hip.cam.org,24,0,0
wok-37.memphis.edu,8,0,0
ix-ont3-06.ix.netcom.com,18,0,0
cutlass.ecn.uoknor.edu,23,0,0
du2-async-13.nmsu.edu,10,0,0
norwal.oanet.com,8,0,0
156.74.192.109,4,0,0
net91.metronet.com,6,0,0
krios.mlc.wa.edu.au,26,0,0
204.251.230.9,42,0,0
trial.islandnet.com,1,0,0
slip8123.rmii.com,4,0,0
sschaffer.earthlink.net,8,0,0
wctc-cs-4.wctc.net,22,0,0
sl1.yreka.snowcrest.net,13,0,0
ip-pdx4-03.teleport.com,15,0,0
asamauve.arc.nasa.gov,5,0,0
dgt-sparc1.jpl.nasa.gov,178,0,0
ip217.eau.primenet.com,8,0,0
hellokitty.infomatch.com,18,0,0
slip25.island.net,7,0,0
204.174.70.40,27,0,0
magi02p21.magi.com,17,0,0
ix-nyc12-21.ix.netcom.com,3,0,0
ppp22.net99.net,20,0,0
slip4-197.fl.us.ibm.net,17,0,0
wsn070.dcc.govt.nz,12,0,0
ppp29.ns.net,25,0,0
wsp1.wspice.com,83,0,0
pme023.awinc.com,23,0,0
ppp-nyc-1-2.ios.com,49,0,0
slip-5-6.shore.net,4,0,0
204.188.125.234,4,0,0
ix-sd8-04.ix.netcom.com,32,0,0
utarlg.uta.edu,13,0,0
ix-sr3-02.ix.netcom.com,10,0,0
fw16.dfw.net,7,0,0
140.143.22.16,5,0,0
okc28.icon.net,5,0,0
hotspur.dialup.access.net,21,0,0
130.69.68.11,1,0,0
cft4.ppp252.cftnet.com,19,0,0
ts12.data.net.mx,4,0,0
sharpk.aed.dsto.gov.au,6,0,0
202.49.243.63,1,0,0
dyn-288.direct.ca,17,0,0
dial-berk1-24.iway.aimnet.com,13,0,0
unknown.ascend.com,45,0,0
dino.tafe.sa.edu.au,35,0,0
sea-ts1-p31.wolfe.net,6,0,0
ix-ir16-20.ix.netcom.com,4,0,0
205.242.56.130,5,0,0
tsppp24.cac.psu.edu,9,0,0
ppp-82-4.bu.edu,3,0,0
pm027.bby.wis.net,12,0,0
snode12.calypso.com,8,0,0
193.204.100.206,24,0,0
ppp3_211.bekkoame.or.jp,21,0,0
iibtd76.ethz.ch,19,0,0
nresults.clark.net,18,0,0
dialup-258.austin.io.com,21,0,0
160.190.30.41,14,0,0
dp001.ppp.iglou.com,4,0,0
kauai-54.u.aloha.net,4,0,0
cola29.scsn.net,4,0,0
pc0066.roehampton.ac.uk,6,0,0
www3.comimsa.com.mx,3,0,0
mullerpc.oma.be,16,0,0
131.176.35.101,4,0,0
blv-pm2-ip1.halcyon.com,8,0,0
tl.midcoast.com.au,1,0,0
kyros.thphy.uni-duesseldorf.de,4,0,0
banzai.cecm.sfu.ca,1,0,0
tanba.kyoto-ths.fukuchiyama.kyoto.jp,16,0,0
129.217.159.81,36,0,0
gf-mac4.lancs.ac.uk,8,0,0
palgong.kyungpook.ac.kr,3,0,0
132.146.185.18,31,0,0
prjc.entrenet.com,9,0,0
p57.euronet.nl,16,0,0
dyn-32.direct.ca,11,0,0
training-mac28.caltech.edu,1,0,0
micro4.montefiore.ulg.ac.be,18,0,0
130.237.226.146,14,0,0
ns.mol.fi,4,0,0
ace.nikkei.co.jp,7,0,0
202.244.224.65,48,0,0
ppp426.st.rim.or.jp,4,0,0
130.251.52.40,8,0,0
imcdonald_ppp.mis.semi.harris.com,53,0,0
mactrain.dialup.access.net,33,0,0
194.68.148.118,4,0,0
fhzinfo.fh-bielefeld.de,1,0,0
info.telenor.no,31,0,0
130.238.228.113,48,0,0
satu.glocom.ac.jp,31,0,0
food1.nihs.go.jp,19,0,0
mec103.bham.ac.uk,17,0,0
dd02-021.compuserve.com,25,0,0
m008.educ.hull.ac.uk,8,0,0
usstyx.glaxo.com,1055,0,0
06-dynamic-c.rotterdam.luna.net,22,0,0
bruckner.rediris.es,9,0,0
203.66.225.6,10,0,0
ppp3.vicnet.net.au,8,0,0
ana0010.deltanet.com,15,0,0
ix-slc1-01.ix.netcom.com,3,0,0
sarah.helix.net,14,0,0
cpq61-rz.uibk.ac.at,15,0,0
204.17.148.18,1,0,0
wade.iaea.or.at,19,0,0
dyn152.dialin.rad.net.id,4,0,0
wpbfl2-39.gate.net,9,0,0
ad09-014.compuserve.com,30,0,0
dialup-1-79.gw.umn.edu,7,0,0
enny01.enicom.co.jp,9,0,0
133.3.6.65,6,0,0
ix-mod-ca1-02.ix.netcom.com,73,0,0
j9.brf2.jaring.my,11,0,0
mptgw.mpt.go.jp,18,0,0
129.247.107.13,3,0,0
142.139.26.142,252,0,0
194.166.40.12,17,0,0
ppp8.enter.net,33,0,0
202.244.226.89,8,0,0
ad14-007.compuserve.com,42,0,0
ppp10.enter.net,35,0,0
170.140.5.205,10,0,0
c-naismith.garscube.gla.ac.uk,2,0,0
dialup61.glink.net.hk,25,0,0
gateway.r3.ch,9,0,0
farmaco0001.rulimburg.nl,7,0,0
193.77.24.198,8,0,0
134.153.12.183,1,0,0
rm00546a.brookes.ac.uk,30,0,0
irish.iii.net,5,0,0
132.156.44.109,4,0,0
147.149.161.71,20,0,0
ix-atl9-08.ix.netcom.com,3,0,0
194.130.141.12,11,0,0
kirj06.htk.fi,10,0,0
pm56-52.smartlink.net,9,0,0
bootp-167-92.bootp.virginia.edu,1,0,0
annette_pmac.coe.ncsu.edu,24,0,0
h-abbot.annap.infi.net,33,0,0
198.185.178.74,99,0,0
ts1-007.jaxnet.com,62,0,0
ice.on.ca.ibm.net,33,0,0
anrfl.co.kp.dlr.de,31,0,0
c102c.ee.tuns.ca,10,0,0
slip183-73.kw.jp.ibm.net,44,0,0
edu1315.newi.ac.uk,4,0,0
204.149.228.120,14,0,0
194.130.141.24,6,0,0
202.244.224.66,17,0,0
145.89.232.81,4,0,0
ppp100.iadfw.net,9,0,0
unixs2.cis.pitt.edu,15,0,0
ix-sar-fl2-20.ix.netcom.com,21,0,0
204.244.14.132,5,0,0
ppp21.moa.com,9,0,0
204.231.137.107,5,0,0
141.212.196.183,20,0,0
laverda.atml.co.uk,18,0,0
193.70.251.113,1,0,0
196.7.2.49,330,0,0
132.208.165.28,14,0,0
ucxy08_01.slip.uc.edu,5,0,0
163.203.193.83,11,0,0
204.244.2.140,4,0,0
minimac.med.tufts.edu,44,0,0
206.24.161.152,16,0,0
iismac_f7.unil.ch,6,0,0
zeus.csi.nb.ca,12,0,0
134.245.141.55,5,0,0
pc-mkorppi.ntc.nokia.com,12,0,0
plunders.demon.co.uk,74,0,0
slip34-201.il.us.ibm.net,14,0,0
tcf5.tcf.com,3,0,0
129.195.85.16,7,0,0
slttyd23.internet.com.mx,63,0,0
p880.pip.dknet.dk,11,0,0
ix-det3-09.ix.netcom.com,14,0,0
saflew_pc.orem.novell.com,4,0,0
194.17.145.29,9,0,0
cis.hzeeland.nl,1,0,0
slip183-71.kw.jp.ibm.net,19,0,0
ad15-006.compuserve.com,65,0,0
osiris.cpc.wmin.ac.uk,4,0,0
140.229.245.90,3,0,0
ip218.msp.primenet.com,32,0,0
dd12-045.compuserve.com,26,0,0
194.166.3.32,38,0,0
dynip40.efn.org,16,0,0
193.63.176.35,6,0,0
ix-pal-il2-18.ix.netcom.com,26,0,0
hald.gbar.dtu.dk,6,0,0
bgalura-ppp.clark.net,19,0,0
kiosk-4-6.dial.inet.fi,4,0,0
sarfl-11.gate.net,20,0,0
pc2sl014.cern.ch,4,0,0
129.247.161.115,8,0,0
36-153.gov.nf.ca,20,0,0
ix-dfw10-21.ix.netcom.com,4,0,0
152.168.95.93,4,0,0
slper1p30.ozemail.com.au,10,0,0
132.207.157.19,34,0,0
132.207.157.21,16,0,0
venkrodt.edu.novell.de,3,0,0
dd14-050.compuserve.com,17,0,0
204.107.76.176,50,0,0
dolphin-38.netrunner.net,10,0,0
ix-bir-al1-06.ix.netcom.com,23,0,0
eco-crew1.eco.fundp.ac.be,2,0,0
auto58.bconnex.net,30,0,0
ciexprm.cie.etat.lu,18,0,0
slip4.vvm.com,9,0,0
isolde.nd.rl.ac.uk,6,0,0
146.227.81.16,4,0,0
ppp-hck-1-25.ios.com,9,0,0
slip137-18.pt.uk.ibm.net,9,0,0
port11.tserver2.ucf.edu,35,0,0
lec.med.utoronto.ca,9,0,0
sarakeiko.hip.berkeley.edu,17,0,0
slip2.gil.net,6,0,0
141.205.6.13,43,0,0
202.244.227.73,9,0,0
a5013.dial.tip.net,12,0,0
ws13.c-cesl.siu.edu,11,0,0
dialup09.av.ca.qnet.com,61,0,0
volnay.artemis.jussieu.fr,7,0,0
ccae-sv.inesc.pt,1,0,0
pm4_25.digital.net,45,0,0
199.44.46.34,40,0,0
ad13-033.compuserve.com,17,0,0
tc-11.dialup.polaristel.net,11,0,0
dialupline03.ghgcorp.com,6,0,0
164.167.17.45,4,0,0
bamta.vip.best.com,18,0,0
sarfl-7.gate.net,11,0,0
157.253.104.181,40,0,0
byblis.nat.vu.nl,11,0,0
rzsuna.rrze.uni-erlangen.de,48,0,0
204.19.123.32,18,0,0
drjo017a158.embratel.net.br,24,0,0
199.2.205.154,13,0,0
pc-53.medtherap.gla.ac.uk,6,0,0
prometheus.hol.gr,4,0,0
billpmsi.pr.mcs.net,10,0,0
port1.ssb.rochester.edu,9,0,0
edtnpt01-port-28.agt.net,10,0,0
dal25.pic.net,51,0,0
cntfl.com,43,0,0
ligne8.ext.jussieu.fr,1,0,0
port-13.ppp.powertech.no,1,0,0
aix7.rhrk.uni-kl.de,17,0,0
bibw.cciw.ca,12,0,0
benham.demon.co.uk,8,0,0
204.19.238.205,25,0,0
dd05-029.compuserve.com,86,0,0
williams.pb.net,2,0,0
ts00-ind-1.iquest.net,68,0,0
gillcambot.dial.bnl.gov,1,0,0
vtr7.together.net,12,0,0
malcolm.rmnet.it,22,0,0
wfpayne.ott.hookup.net,3,0,0
adan.puertos.es,17,0,0
198.70.210.51,55,0,0
ix-sea6-16.ix.netcom.com,4,0,0
annex-1-4.upstel.net,9,0,0
usr11-dialup28.atlanta.mci.net,10,0,0
port31.aixdialin.siu.edu,24,0,0
slip35-223.il.us.ibm.net,43,0,0
rzaix530.rz.uni-leipzig.de,16,0,0
ad06-020.compuserve.com,26,0,0
csc-95060061.mgh.harvard.edu,11,0,0
eagle12.sasknet.sk.ca,16,0,0
cse_211_op1.circa.ufl.edu,55,0,0
ip176.tus.primenet.com,1,0,0
pm4_28.digital.net,78,0,0
130.113.173.8,9,0,0
199.222.62.29,12,0,0
ns.mmltd.com,25,0,0
firewall.genie.net,36,0,0
ts2-09.inforamp.net,7,0,0
ip205.msp.primenet.com,9,0,0
pchild.syspac.com,40,0,0
